                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.4242,                0.72698,                   1.12,                0.70447,                0.69439,                 0.7069,                0.32675,                 1.9017,                 1.0621,                 1.4103,             0.00046955,             0.00046955,             0.00046955
                     61,                 1.4282,                0.73415,                 1.1148,                0.72364,                0.70937,                 0.7096,                 0.3468,                 1.8545,                0.99618,                  1.411,             0.00046448,             0.00046448,             0.00046448
                     62,                 1.4285,                0.72418,                 1.1193,                0.71309,                0.69943,                0.70704,                0.33641,                 1.8752,                 1.0628,                 1.4073,              0.0004594,              0.0004594,              0.0004594
                     63,                 1.4071,                 0.7038,                 1.1127,                0.68301,                0.68592,                0.67327,                0.31341,                 1.9119,                 1.1333,                  1.442,             0.00045433,             0.00045433,             0.00045433
                     64,                 1.3986,                0.69767,                 1.1125,                0.70962,                0.66167,                 0.6689,                0.31854,                 1.8774,                 1.3006,                 1.4122,             0.00044925,             0.00044925,             0.00044925
                     65,                 1.4095,                0.69702,                 1.1161,                0.71561,                0.68166,                0.69035,                0.32092,                  1.883,                 1.0678,                 1.4049,             0.00044417,             0.00044417,             0.00044417
                     66,                 1.4053,                0.69261,                 1.1063,                0.71434,                0.69521,                0.68666,                0.33425,                 1.8495,                 1.1242,                 1.4066,              0.0004391,              0.0004391,              0.0004391
                     67,                  1.411,                0.69108,                 1.1155,                0.72614,                0.68417,                 0.7089,                0.33104,                 1.8585,                 1.0268,                 1.3961,             0.00043402,             0.00043402,             0.00043402
                     68,                 1.4093,                0.69587,                 1.1075,                0.71376,                0.68846,                0.68316,                0.31839,                 1.8636,                  1.154,                 1.4031,             0.00042895,             0.00042895,             0.00042895
                     69,                 1.4007,                0.68997,                 1.1048,                0.70752,                0.67791,                0.68211,                 0.3159,                 1.8995,                 1.1036,                 1.4204,             0.00042387,             0.00042387,             0.00042387
                     70,                 1.3768,                0.68535,                 1.0991,                0.73599,                0.65094,                0.69042,                0.33162,                 1.8829,                  1.093,                 1.4188,              0.0004188,              0.0004188,              0.0004188
                     71,                 1.3502,                0.67722,                 1.1022,                0.70211,                 0.7214,                0.70164,                0.33292,                 1.8975,                 1.0393,                  1.435,             0.00041372,             0.00041372,             0.00041372
                     72,                 1.3803,                 0.6731,                 1.0979,                 0.7289,                 0.6932,                0.70553,                0.32835,                 1.8617,                  1.045,                 1.4041,             0.00040865,             0.00040865,             0.00040865
                     73,                  1.359,                0.66945,                 1.0935,                0.71482,                0.69739,                0.69294,                0.32775,                 1.9028,                 1.1094,                 1.4425,             0.00040357,             0.00040357,             0.00040357
                     74,                 1.3645,                0.67238,                 1.0963,                0.67049,                0.70826,                0.68274,                0.32734,                 1.9046,                 1.1646,                 1.4436,              0.0003985,              0.0003985,              0.0003985
                     75,                 1.3306,                0.65782,                 1.0924,                0.69463,                0.68605,                 0.6927,                0.32978,                  1.871,                 1.0876,                 1.4231,             0.00039342,             0.00039342,             0.00039342
                     76,                 1.3495,                 0.6663,                 1.0867,                0.70861,                0.67426,                0.67322,                0.31672,                 1.9167,                 1.1614,                 1.4567,             0.00038835,             0.00038835,             0.00038835
                     77,                 1.3361,                0.66287,                 1.0918,                0.71191,                0.69315,                0.68774,                0.32044,                 1.8853,                 1.0861,                 1.4255,             0.00038327,             0.00038327,             0.00038327
                     78,                 1.3607,                0.66326,                 1.0831,                0.67265,                0.70021,                0.66196,                0.30423,                 1.8982,                 1.1644,                  1.435,             0.00037819,             0.00037819,             0.00037819
                     79,                 1.3651,                0.65995,                 1.0829,                0.70003,                0.69667,                 0.6795,                0.31895,                 1.8972,                 1.0745,                 1.4394,             0.00037312,             0.00037312,             0.00037312
                     80,                 1.3472,                 0.6566,                 1.0852,                 0.7002,                 0.6961,                0.69287,                0.32096,                 1.8612,                 1.1213,                 1.4179,             0.00036804,             0.00036804,             0.00036804
                     81,                 1.3335,                0.65445,                 1.0788,                0.68313,                0.71245,                0.67915,                0.31656,                 1.8821,                 1.1618,                 1.4324,             0.00036297,             0.00036297,             0.00036297
                     82,                 1.3205,                0.65613,                 1.0759,                0.73916,                0.65047,                0.66772,                0.30647,                 1.8898,                 1.2045,                 1.4282,             0.00035789,             0.00035789,             0.00035789
                     83,                 1.3282,                0.64903,                 1.0803,                0.70274,                 0.6957,                0.67658,                0.31197,                 1.9027,                 1.1414,                 1.4488,             0.00035282,             0.00035282,             0.00035282
                     84,                 1.3439,                0.64778,                 1.0733,                0.72987,                0.64822,                0.68555,                0.32964,                 1.8623,                 1.0421,                 1.4217,             0.00034774,             0.00034774,             0.00034774
                     85,                 1.3117,                0.64262,                 1.0704,                0.70238,                0.70105,                0.69356,                  0.329,                 1.9261,                  1.089,                  1.474,             0.00034267,             0.00034267,             0.00034267
                     86,                  1.316,                0.63767,                 1.0733,                0.71129,                0.71224,                0.69798,                0.32073,                 1.8873,                 1.0218,                 1.4505,             0.00033759,             0.00033759,             0.00033759
                     87,                 1.3224,                0.63665,                 1.0729,                 0.7053,                0.69303,                0.70314,                0.32274,                 1.9123,                 1.1025,                 1.4573,             0.00033252,             0.00033252,             0.00033252
                     88,                 1.3374,                0.64412,                 1.0756,                0.73239,                0.67642,                0.70189,                 0.3277,                 1.8928,                 1.0416,                 1.4342,             0.00032744,             0.00032744,             0.00032744
                     89,                 1.3022,                0.62733,                 1.0679,                0.70969,                0.65442,                0.68398,                0.31897,                 1.9356,                 1.0861,                 1.4658,             0.00032236,             0.00032236,             0.00032236
                     90,                 1.3289,                 0.6392,                 1.0695,                0.68816,                0.65213,                0.66984,                0.29998,                 1.9301,                 1.1203,                 1.4743,             0.00031729,             0.00031729,             0.00031729
                     91,                 1.2614,                0.63415,                 1.0667,                0.71783,                0.69651,                0.68012,                0.31661,                 1.9173,                 1.1155,                 1.4621,             0.00031221,             0.00031221,             0.00031221
                     92,                 1.2759,                0.61881,                  1.057,                0.68668,                0.68614,                  0.687,                0.32405,                 1.8939,                 1.1353,                 1.4594,             0.00030714,             0.00030714,             0.00030714
                     93,                 1.2874,                0.62118,                 1.0609,                0.69897,                0.67334,                0.67241,                0.30909,                 1.9231,                 1.1906,                 1.4829,             0.00030206,             0.00030206,             0.00030206
                     94,                 1.2906,                0.62247,                 1.0625,                0.71266,                0.69128,                0.67173,                0.31686,                 1.9141,                 1.1597,                 1.4782,             0.00029699,             0.00029699,             0.00029699
                     95,                 1.2919,                0.62377,                 1.0587,                0.70335,                0.69953,                0.69261,                0.32635,                 1.8889,                 1.0793,                 1.4392,             0.00029191,             0.00029191,             0.00029191
                     96,                 1.2659,                0.60714,                 1.0545,                0.71904,                 0.6693,                0.68489,                0.31599,                   1.93,                  1.117,                 1.4822,             0.00028684,             0.00028684,             0.00028684
                     97,                 1.2909,                0.62565,                 1.0543,                0.71329,                0.70734,                0.71646,                0.33096,                 1.9081,                0.96031,                 1.4538,             0.00028176,             0.00028176,             0.00028176
                     98,                 1.2525,                0.61396,                 1.0514,                0.71028,                0.67303,                0.69017,                0.32522,                 1.9032,                 1.0769,                 1.4671,             0.00027669,             0.00027669,             0.00027669
                     99,                 1.2437,                 0.6034,                 1.0521,                0.72251,                 0.6469,                0.67288,                 0.3139,                 1.9185,                 1.1377,                 1.4741,             0.00027161,             0.00027161,             0.00027161
